state_abbr,date,handle,revenue,hold,taxes,primary_key,state,population_total,population_under_18,earnings_median,population_over_18,online,in_person,Ways_to_bet,tax_status,year,month
DE,January 2020,11187011.0,2527312.0,0.226,1386819.0,190,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2020,1
DE,February 2020,7279650.0,-410665.0,-0.0559999999999999,-367301.0,191,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2020,2
DE,March 2020,3877068.0,653127.0,0.168,340952.0,192,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2020,3
DE,April 2020,0.0,0.0,0.0,-104.0,193,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2020,4
DE,May 2020,0.0,0.0,0.0,-15.0,194,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2020,5
DE,June 2020,0.0,0.0,0.0,-33.0,195,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2020,6
DE,July 2020,209282.0,13845.0,0.066,7040.0,196,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2020,7
DE,August 2020,2957634.0,419561.0,0.142,220175.0,197,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2020,8
DE,September 2020,12439302.0,2803022.0,0.225,1596046.0,198,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2020,9
DE,October 2020,17086034.0,4945186.0,0.289,2877725.0,199,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2020,10
DE,November 2020,19510093.0,8162861.0,0.418,5018419.0,200,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2020,11
DE,December 2020,15696681.0,4408081.0,0.281,2645802.0,201,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2020,12
DE,January 2021,15649254.0,3288405.0,0.21,1798838.0,202,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2021,1
DE,February 2021,7519710.0,679021.0,0.09,313006.0,203,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2021,2
DE,March 2021,6666115.0,1104859.0,0.166,577524.0,204,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2021,3
DE,April 2021,5470520.0,1023199.0,0.187,534814.0,205,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2021,4
DE,May 2021,7060911.0,775611.0,0.11,404929.0,206,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2021,5
DE,June 2021,5958137.0,737984.0,0.124,385357.0,207,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2021,6
DE,July 2021,4110581.0,724765.0,0.176,378599.0,208,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2021,7
DE,August 2021,5251471.0,541621.0,0.103,269110.0,209,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2021,8
DE,September 2021,13702755.0,4420661.0,0.3229999999999999,2658149.0,210,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2021,9
DE,October 2021,22238321.0,4635199.0,0.208,2625850.0,211,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2021,10
DE,November 2021,13383727.0,6226325.0,0.465,3843342.0,212,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2021,11
DE,December 2021,12638955.0,-972383.0,-0.077,-1088521.0,213,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2021,12
DE,January 2022,12637103.0,2716347.0,0.215,1989974.0,214,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2022,1
DE,February 2022,5436407.0,74297.0,0.0139999999999999,15012.0,215,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2022,2
DE,March 2022,5157583.0,631099.0,0.122,331496.0,216,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2022,3
DE,April 2022,4200298.0,358171.0,0.085,188322.0,217,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2022,4
DE,May 2022,5127275.0,565508.0,0.11,296948.0,218,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2022,5
DE,June 2022,3507846.0,242316.0,0.069,127482.0,219,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2022,6
DE,July 2022,2678686.0,438069.0,0.1639999999999999,229305.0,220,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2022,7
DE,August 2022,2902652.0,399945.0,0.138,226701.0,221,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2022,8
DE,September 2022,8908981.0,2915961.0,0.327,2419632.0,222,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2022,9
DE,October 2022,13545163.0,2597717.0,0.192,2084703.0,223,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2022,10
DE,November 2022,10172819.0,1622874.0,0.16,1270575.0,224,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2022,11
DE,December 2022,8157580.0,1428195.0,0.175,1196569.0,225,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2022,12
DE,January 2023,8457660.0,1714167.0,0.203,1441653.0,226,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2023,1
DE,February 2023,4120957.0,347890.0,0.084,190355.0,227,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2023,2
DE,March 2023,3491183.0,622285.0,0.178,325556.0,228,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2023,3
DE,April 2023,3450142.0,757951.0,0.22,239884.0,229,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2023,4
DE,May 2023,2760829.0,276116.0,0.1,159433.0,230,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2023,5
DE,June 2023,3128258.0,80201.0,0.026,45282.0,231,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2023,6
DE,July 2023,2256345.0,739044.0,0.3279999999999999,203984.0,232,Delaware,1003384,208517,41374,794867,NO,YES,In Person Only,,2023,7
IA,August 2019,8576341.0,2161807.0,0.252,145922.0,233,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2019,8
IA,September 2019,38545352.0,4959745.0,0.129,334783.0,234,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2019,9
IA,October 2019,46500331.0,5658131.0,0.122,381924.0,235,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2019,10
IA,November 2019,59344806.0,3599750.0,0.061,242983.0,236,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2019,11
IA,December 2019,59258838.0,2904257.0,0.049,196037.0,237,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2019,12
IA,January 2020,58027141.0,3232696.0,0.0559999999999999,218349.0,238,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2020,1
IA,February 2020,56920783.0,755334.0,0.013,50985.0,239,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2020,2
IA,March 2020,19585711.0,1185888.0,0.061,80047.0,240,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2020,3
IA,April 2020,1568497.0,150331.0,0.096,10147.0,241,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2020,4
IA,May 2020,6976637.0,501062.0,0.072,33822.0,242,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2020,5
IA,June 2020,12711201.0,620740.0,0.049,41900.0,243,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2020,6
IA,July 2020,22859622.0,2244012.0,0.098,151471.0,244,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2020,7
IA,August 2020,50313674.0,3003903.0,0.06,202763.0,245,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2020,8
IA,September 2020,72397241.0,5167816.0,0.071,348828.0,246,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2020,9
IA,October 2020,81902416.0,9080995.0,0.111,612967.0,247,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2020,10
IA,November 2020,87169919.0,8144096.0,0.093,549726.0,248,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2020,11
IA,December 2020,104815630.0,7537004.0,0.072,508748.0,249,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2020,12
IA,January 2021,149524789.0,11343303.0,0.076,765673.0,250,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2021,1
IA,February 2021,143615170.0,7708148.0,0.054,520300.0,251,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2021,2
IA,March 2021,161439561.0,13454158.0,0.083,908156.0,252,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2021,3
IA,April 2021,118355535.0,7725272.0,0.065,521456.0,253,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2021,4
IA,May 2021,114882963.0,6133477.0,0.053,414010.0,254,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2021,5
IA,June 2021,111176671.0,8424699.0,0.076,568667.0,255,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2021,6
IA,July 2021,89960118.0,8112953.0,0.09,547624.0,256,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2021,7
IA,August 2021,109149917.0,7327163.0,0.067,494584.0,257,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2021,8
IA,September 2021,216116399.0,11135516.0,0.052,751647.0,258,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2021,9
IA,October 2021,285532771.0,10840968.0,0.038,731765.0,259,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2021,10
IA,November 2021,287436570.0,19935558.0,0.069,1345650.0,260,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2021,11
IA,December 2021,266518049.0,13371197.0,0.05,902556.0,261,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2021,12
IA,January 2022,303327688.0,14269557.0,0.047,963195.0,262,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2022,1
IA,February 2022,215921313.0,8579100.0,0.04,579089.0,263,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2022,2
IA,March 2022,233525474.0,14411046.0,0.062,972746.0,264,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2022,3
IA,April 2022,177370317.0,12398243.0,0.07,836881.0,265,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2022,4
IA,May 2022,147913284.0,12630387.0,0.085,852551.0,266,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2022,5
IA,June 2022,122437950.0,6568678.0,0.054,443386.0,267,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2022,6
IA,July 2022,108556796.0,11173191.0,0.103,754190.0,268,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2022,7
IA,August 2022,122568313.0,14418923.0,0.118,973277.0,269,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2022,8
IA,September 2022,200230741.0,25417557.0,0.127,1715685.0,270,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2022,9
IA,October 2022,238788234.0,19137523.0,0.08,1291783.0,271,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2022,10
IA,November 2022,247476284.0,5802261.0,0.023,391653.0,272,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2022,11
IA,December 2022,229949570.0,20745524.0,0.09,1400323.0,273,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2022,12
IA,January 2023,233619612.0,16543361.0,0.071,1116677.0,274,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2023,1
IA,February 2023,193879638.0,11888706.0,0.061,802488.0,275,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2023,2
IA,March 2023,232614150.0,19857112.0,0.085,1340355.0,276,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2023,3
IA,April 2023,172589394.0,14127483.0,0.0819999999999999,953605.0,277,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2023,4
IA,May 2023,147715126.0,16632751.0,0.113,1122711.0,278,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2023,5
IA,June 2023,115595593.0,7153370.0,0.062,482852.0,279,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2023,6
IA,July 2023,109680895.0,10602043.0,0.0969999999999999,715638.0,280,Iowa,3193079,736984,39068,2456095,YES,YES,Online & In-Person,,2023,7
IL,March 2020,997739.0,120054.0,0.12,12242.0,281,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2020,3
IL,April 2020,0.0,-592.0,0.0,0.0,282,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2020,4
IL,May 2020,0.0,0.0,0.0,0.0,283,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2020,5
IL,June 2020,8281803.0,812901.0,0.098,59446.0,284,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2020,6
IL,July 2020,52524612.0,4769184.0,0.091,585623.0,285,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2020,7
IL,August 2020,140065649.0,7643489.0,0.055,1176754.0,286,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2020,8
IL,September 2020,305223938.0,11754530.0,0.039,1107906.0,287,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2020,9
IL,October 2020,434567103.0,46967823.0,0.108,6807284.0,288,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2020,10
IL,November 2020,449239162.0,36974421.0,0.0819999999999999,6618259.0,289,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2020,11
IL,December 2020,491720536.0,28368846.0,0.0579999999999999,3823629.0,290,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2020,12
IL,January 2021,581553300.0,49365489.0,0.085,7670847.0,291,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2021,1
IL,February 2021,509794592.0,30313913.0,0.059,5850897.0,292,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2021,2
IL,March 2021,633614957.0,49884489.0,0.079,7141198.0,293,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2021,3
IL,April 2021,537158723.0,41969306.0,0.078,7067989.0,294,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2021,4
IL,May 2021,507279761.0,36554947.0,0.072,5854318.0,295,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2021,5
IL,June 2021,476517310.0,48187782.0,0.1009999999999999,7684748.0,296,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2021,6
IL,July 2021,369134820.0,37292355.0,0.1009999999999999,6058779.0,297,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2021,7
IL,August 2021,400359760.0,32717934.0,0.0819999999999999,4321832.0,298,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2021,8
IL,September 2021,596455693.0,44579564.0,0.075,6450631.0,299,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2021,9
IL,October 2021,840440434.0,48316644.0,0.057,8459764.0,300,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2021,10
IL,November 2021,779853367.0,78227189.0,0.1,12693515.0,301,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2021,11
IL,December 2021,789600347.0,36677207.0,0.046,5436663.0,302,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2021,12
IL,January 2022,867505495.0,59343378.0,0.068,10687455.0,303,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2022,1
IL,February 2022,679374199.0,31074381.0,0.046,5720366.0,304,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2022,2
IL,March 2022,971278389.0,79421037.0,0.0819999999999999,9758140.0,305,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2022,3
IL,April 2022,839386882.0,68234791.0,0.081,11321487.0,306,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2022,4
IL,May 2022,764591757.0,65214388.0,0.085,10838258.0,307,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2022,5
IL,June 2022,628459522.0,40981475.0,0.065,6576948.0,308,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2022,6
IL,July 2022,516414719.0,43849539.0,0.085,7392918.0,309,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2022,7
IL,August 2022,564837409.0,64628599.0,0.114,7694847.0,310,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2022,8
IL,September 2022,831805990.0,83533801.0,0.1,12559685.0,311,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2022,9
IL,October 2022,1029560184.0,91569752.0,0.089,16350363.0,312,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2022,10
IL,November 2022,1029615448.0,96937248.0,0.094,15581846.0,313,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2022,11
IL,December 2022,1028471257.0,81407470.0,0.079,13186151.0,314,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2022,12
IL,January 2023,1070033292.0,88552064.0,0.083,15410653.0,315,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2023,1
IL,February 2023,875387789.0,63297910.0,0.072,10967295.0,316,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2023,2
IL,March 2023,1072701361.0,107423414.0,0.1,15650984.0,317,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2023,3
IL,April 2023,898571938.0,81311927.0,0.09,14429201.0,318,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2023,4
IL,May 2023,821715719.0,91579820.0,0.111,14348947.0,319,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2023,5
IL,June 2023,665770747.0,52288208.0,0.079,8862040.0,320,Illinois,12671469,2800177,41504,9871292,YES,YES,Online & In-Person,,2023,6
IN,September 2019,35215418.0,8284862.0,0.235,813102.0,321,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2019,9
IN,October 2019,91697395.0,10629476.0,0.1159999999999999,1096160.0,322,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2019,10
IN,November 2019,147276912.0,10593321.0,0.072,883363.0,323,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2019,11
IN,December 2019,161806795.0,12069287.0,0.075,1139147.0,324,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2019,12
IN,January 2020,171049250.0,12223222.0,0.071,1221796.0,325,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2020,1
IN,February 2020,187186221.0,10381954.0,0.055,1053811.0,326,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2020,2
IN,March 2020,74818801.0,5300191.0,0.071,522086.0,327,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2020,3
IN,April 2020,26304128.0,1629555.0,0.062,148189.0,328,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2020,4
IN,May 2020,37334940.0,3237031.0,0.087,302097.0,329,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2020,5
IN,June 2020,29783582.0,2543803.0,0.085,277600.0,330,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2020,6
IN,July 2020,70876622.0,4885514.0,0.069,644578.0,331,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2020,7
IN,August 2020,169018238.0,12601820.0,0.075,934314.0,332,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2020,8
IN,September 2020,207450106.0,11238265.0,0.054,1356952.0,333,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2020,9
IN,October 2020,230932251.0,25094814.0,0.109,2005347.0,334,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2020,10
IN,November 2020,251403994.0,25255641.0,0.1,2406175.0,335,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2020,11
IN,December 2020,313112473.0,22003606.0,0.07,2292472.0,336,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2020,12
IN,January 2021,348244676.0,31668178.0,0.091,2803021.0,337,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2021,1
IN,February 2021,273893073.0,15867143.0,0.0579999999999999,1610811.0,338,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2021,2
IN,March 2021,316717762.0,27421008.0,0.087,2503311.0,339,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2021,3
IN,April 2021,236403308.0,19690320.0,0.083,1907522.0,340,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2021,4
IN,May 2021,254445226.0,18011339.0,0.071,1791053.0,341,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2021,5
IN,June 2021,246321671.0,26748803.0,0.109,2420541.0,342,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2021,6
IN,July 2021,194492669.0,17225036.0,0.089,1658052.0,343,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2021,7
IN,August 2021,215636824.0,16704438.0,0.077,1571080.0,344,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2021,8
IN,September 2021,355425184.0,33307106.0,0.094,3250964.0,345,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2021,9
IN,October 2021,461131242.0,27838472.0,0.06,2597357.0,346,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2021,10
IN,November 2021,463684739.0,47815377.0,0.103,4527177.0,347,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2021,11
IN,December 2021,463015613.0,26007133.0,0.0559999999999999,2448195.0,348,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2021,12
IN,January 2022,500138648.0,29278177.0,0.059,3379560.0,349,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2022,1
IN,February 2022,409109104.0,22396131.0,0.055,1611037.0,350,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2022,2
IN,March 2022,476802783.0,32788454.0,0.069,3095106.0,351,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2022,3
IN,April 2022,360023255.0,27634092.0,0.077,2722456.0,352,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2022,4
IN,May 2022,308385687.0,31951466.0,0.104,2912607.0,353,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2022,5
IN,June 2022,256307260.0,15653583.0,0.061,1497766.0,354,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2022,6
IN,July 2022,206627688.0,20510071.0,0.099,1985587.0,355,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2022,7
IN,August 2022,237990176.0,25978248.0,0.109,2417586.0,356,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2022,8
IN,September 2022,382507090.0,50551749.0,0.132,4861450.0,357,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2022,9
IN,October 2022,446248394.0,46393925.0,0.104,4458595.0,358,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2022,10
IN,November 2022,452318954.0,40197276.0,0.089,3797331.0,359,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2022,11
IN,December 2022,431423176.0,43555139.0,0.1009999999999999,4058864.0,360,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2022,12
IN,January 2023,427154794.0,35347154.0,0.083,3463540.0,361,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2023,1
IN,February 2023,356187759.0,28076424.0,0.079,2629963.0,362,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2023,2
IN,March 2023,433022775.0,43746469.0,0.1009999999999999,4097409.0,363,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2023,3
IN,April 2023,321404737.0,29349149.0,0.091,2794279.0,364,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2023,4
IN,May 2023,283495510.0,33542239.0,0.118,3208916.0,365,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2023,5
IN,June 2023,224070050.0,19036099.0,0.085,1848269.0,366,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2023,6
IN,July 2023,203788074.0,23420740.0,0.115,2209488.0,367,Indiana,6805985,1585398,37998,5220587,YES,YES,Online & In-Person,,2023,7
KS,September 2022,160527371.0,22014698.0,0.1369999999999999,129618.0,368,Kansas,2934582,702206,38071,2232376,YES,YES,Online & In-Person,,2022,9
KS,October 2022,189919311.0,18582842.0,0.098,141088.0,369,Kansas,2934582,702206,38071,2232376,YES,YES,Online & In-Person,,2022,10
KS,November 2022,186353708.0,19073128.0,0.102,795784.0,370,Kansas,2934582,702206,38071,2232376,YES,YES,Online & In-Person,,2022,11
KS,December 2022,181977180.0,16835233.0,0.093,1026140.0,371,Kansas,2934582,702206,38071,2232376,YES,YES,Online & In-Person,,2022,12
KS,January 2023,206060734.0,15105189.0,0.073,598745.0,372,Kansas,2934582,702206,38071,2232376,YES,YES,Online & In-Person,,2023,1
KS,February 2023,194034469.0,-845377.0,-0.004,1134.0,373,Kansas,2934582,702206,38071,2232376,YES,YES,Online & In-Person,,2023,2
KS,March 2023,206287094.0,20975191.0,0.102,911159.0,374,Kansas,2934582,702206,38071,2232376,YES,YES,Online & In-Person,,2023,3
KS,April 2023,132981289.0,14636899.0,0.11,919720.0,375,Kansas,2934582,702206,38071,2232376,YES,YES,Online & In-Person,,2023,4
KS,May 2023,120323444.0,14550824.0,0.121,887390.0,376,Kansas,2934582,702206,38071,2232376,YES,YES,Online & In-Person,,2023,5
KS,June 2023,98125865.0,8195048.0,0.084,409425.0,377,Kansas,2934582,702206,38071,2232376,YES,YES,Online & In-Person,,2023,6
KS,July 2023,79715016.0,9644263.0,0.121,683176.0,378,Kansas,2934582,702206,38071,2232376,YES,YES,Online & In-Person,,2023,7
LA,November 2021,27871038.0,5685706.0,0.204,568571.0,379,Louisiana,4624047,1082043,34896,3542004,YES,YES,Online & In-Person,,2021,11
LA,December 2021,39517545.0,4380700.0,0.111,438070.0,380,Louisiana,4624047,1082043,34896,3542004,YES,YES,Online & In-Person,,2021,12
LA,January 2022,89757060.0,7992540.0,0.089,533259.0,381,Louisiana,4624047,1082043,34896,3542004,YES,YES,Online & In-Person,,2022,1
LA,February 2022,238413596.0,27316419.0,0.115,2421541.0,382,Louisiana,4624047,1082043,34896,3542004,YES,YES,Online & In-Person,,2022,2
LA,March 2022,232730341.0,30943063.0,0.133,3413595.0,383,Louisiana,4624047,1082043,34896,3542004,YES,YES,Online & In-Person,,2022,3
LA,April 2022,208255060.0,6140843.0,0.0289999999999999,2573658.0,384,Louisiana,4624047,1082043,34896,3542004,YES,YES,Online & In-Person,,2022,4
LA,May 2022,171135819.0,25691302.0,0.15,2663220.0,385,Louisiana,4624047,1082043,34896,3542004,YES,YES,Online & In-Person,,2022,5
